,seed,mean_a,std_a,mean_v,std_v,mean_t,std_t,mean_z,std_z,rt
0,107,0.25616038683908215,0.01735584401793049,-0.023674762004758158,0.6394764209091084,0.33747322945364616,0.0029477621283450998,0.49177998533962086,0.04672525378080966,139
0,108,0.16090899131064335,0.015002654363588335,-0.2270777000522666,1.007177282867213,0.32756080471884225,0.002999670807854167,0.457297081762095,0.05324713018419521,98
0,109,0.2286152968853991,0.01558245090581652,0.276630669162734,0.7188544216306386,0.33881383452284025,0.00218730683039722,0.4964949717879861,0.048506856056914495,133
0,110,0.40049508251870874,0.026798413172683364,-0.1908624976979216,0.45349102796571034,0.3505897066654401,0.006505602851066916,0.48728178222911767,0.050158471563590205,234
0,111,0.17774287276552883,0.01791443345570825,-1.8288189312285603,0.9455699619940641,0.34345360951881776,0.0034501585196219505,0.5797425270342357,0.05457120792955298,116
0,112,0.1741002336372936,0.01225936400151465,2.4010853544018693,0.9467000273142763,0.32965597691675763,0.0011042827514377192,0.4456035344677412,0.048074239101412425,103
0,113,0.18715532783276134,0.01218126461933107,1.4204961228665125,0.8818588146240447,0.3329036035738636,0.0013055062507862601,0.40754408778138135,0.0491100507422137,108
0,114,0.16645605702891886,0.01847774637382265,0.05975139910733426,1.1000529568251918,0.32961250652701857,0.004309488544462289,0.5395204561135102,0.06914074778114115,101
0,115,0.14156505859464358,0.009921792306823872,0.3867703105683173,1.0781627517079753,0.3307457474415027,0.0007436081064936166,0.43909574104628146,0.04798914062001501,98
0,116,0.17439911807811753,0.01191078925931445,0.4096387430997044,0.9175929698135705,0.3271100032540918,0.0011864082500869701,0.4899783637700056,0.04668313208973183,101
0,117,0.15863955334877777,0.01142061735858847,-0.8602668403032578,1.052050175589952,0.33480804411520687,0.001060753890414683,0.45635270260436095,0.051162880470005764,107
0,118,0.1884618698080307,0.012832033380767664,-0.09830373410694195,0.9163797942778014,0.3362448298563743,0.0012643975851551652,0.5594466317765189,0.053523594502150745,113
0,119,0.15788322633018123,0.014053051556909436,-0.07182912149063467,1.020059409623454,0.34028947388941305,0.0024731405478283187,0.4642053571986167,0.049787847714924185,111
0,120,0.12931437807551557,0.008945873210677026,0.9697662360041763,1.1573555841619723,0.3361652492607571,0.0006560499909459939,0.482928139956708,0.04872842263091573,99
0,121,0.19446151021780683,0.01602076403505725,1.1215369138972482,0.8723273489327946,0.34357452687084694,0.003450213659617781,0.42573123950193975,0.04981896691359139,126
0,122,0.10653146057654513,0.007213062011342342,-0.7215277575945652,1.3447192974249316,0.3208194146647009,0.0004224861867687317,0.5787429370806098,0.04996745657854044,80
0,123,0.1243322338784915,0.009975004907445678,-0.8714191701098016,1.1911053774742866,0.32727714873653874,0.0013499094038130963,0.5450704115950177,0.05013861288364003,89
0,124,0.33552207737035905,0.022504214610198248,0.11045495434036749,0.522911297667738,0.3419554318599552,0.0046278051476004115,0.4707827098725179,0.04850421801149943,184
0,125,0.1461575389027453,0.009645242063702084,2.9450953818341588,1.0842511110058026,0.33414882188200423,0.0007286956614789222,0.3976076156810993,0.04855777236955497,100
0,126,0.12330766003574635,0.008317473902612487,-0.6000359335840472,1.1487419897030746,0.33692231158555297,0.0006188815828526949,0.5397432682636408,0.046510979710775474,99
0,127,0.17129809329580076,0.011796783883783633,-0.4683155855100285,0.9470320714489887,0.34698099099403873,0.00118018547012074,0.4551963781539921,0.050892575333625484,121
0,128,0.2956834903455409,0.02080036330507881,-1.3908583809248687,0.5937444621506806,0.3477674553710879,0.003850698829672046,0.5319017750336882,0.05103935937360147,161
0,129,0.17924019915164996,0.015236566877771222,-0.42177897192048724,0.950374452128314,0.33713659144598296,0.003090607586029373,0.5015914362253112,0.05872531506817452,113
0,130,0.15198540331431473,0.010261613132573648,0.8910271509804941,1.0508831810501638,0.32536739609543414,0.0008752413111406787,0.47264074963931485,0.04896644637717356,97
0,131,0.13663403280325512,0.01099018784096875,-2.3687506339949396,1.3786046821938724,0.32306356141285947,0.0018228214608951151,0.48813824470704303,0.08268306432363504,87
0,132,0.16387350916822477,0.01442766759142148,1.2242725391667066,1.070312984107465,0.34066448079923367,0.0026104924476135693,0.4646857621728355,0.06263585653670894,113
0,133,0.1289623112186519,0.008781754598936015,1.2354304431084948,1.1774448384934673,0.3245873030259453,0.0005442102738715878,0.5729036020874485,0.04972812760155068,86
0,134,0.13461679926677325,0.009689977048770344,-2.4386912032082235,1.163251604462605,0.335086539742708,0.0007156437990170116,0.4828174746537989,0.05022599656756378,99
0,135,0.09904578665522683,0.009165665363721301,1.2910542963650546,1.3451172561037619,0.3150619703451423,0.0010087621441962446,0.46564095511654385,0.0493560453642739,73
0,136,0.18601753096225584,0.012582606940795462,0.6630430781075869,0.8732303456661739,0.3412075557369003,0.0014033402107087273,0.4931361133043321,0.04951775752921805,121
0,137,0.22628849289191547,0.01724624132374612,1.0926661112791138,0.7998590350360363,0.35392812227481013,0.0037539882149457693,0.4656550371307463,0.06144789609247398,141
0,138,0.14173852348627924,0.011466862965577525,-0.7929332889608814,1.0913892323267254,0.3277358169824117,0.0017077425763387891,0.5475714911382161,0.049966622193828636,96
0,139,0.17477204477637778,0.012375195298502562,-0.19339178492646109,0.9139370531891511,0.3325212978591377,0.0012372627018491225,0.4889053170560811,0.049054363650398926,110
